,compound,positive,negative,neutral
0,0.0,0.0,0.0,0.0
1,0.7645,0.233,0.0,0.767
2,-0.5106,0.107,0.169,0.724
3,0.9403,0.374,0.0,0.626
4,0.7906,0.389,0.0,0.611
5,-0.3593,0.1,0.207,0.693
6,0.836,0.248,0.0,0.752
7,0.1531,0.133,0.105,0.762
8,-0.4767,0.0,0.307,0.693
9,0.8658,0.338,0.0,0.662
10,0.7788,0.325,0.09,0.585
11,0.7825,0.287,0.049,0.664
12,0.9062,0.42,0.0,0.58
13,-0.7717,0.097,0.339,0.564
14,0.0,0.0,0.0,1.0
15,0.3182,0.173,0.0,0.827
16,0.6249,0.177,0.0,0.823
17,0.7717,0.325,0.0,0.675
18,0.4404,0.153,0.0,0.847
19,0.0,0.0,0.0,1.0
20,0.7783,0.343,0.0,0.657
21,0.9042,0.265,0.0,0.735
22,0.5994,0.234,0.0,0.766
23,-0.3716,0.0,0.076,0.924
24,0.9607,0.551,0.0,0.449
25,0.8251,0.464,0.0,0.536
26,0.6369,0.157,0.0,0.843
27,0.6808,0.345,0.121,0.534
28,0.802,0.356,0.0,0.644
29,0.6249,0.272,0.0,0.728
30,0.8377,0.498,0.0,0.502
31,0.3182,0.15,0.0,0.85
32,0.0,0.0,0.0,1.0
33,0.1779,0.072,0.0,0.928
34,-0.4767,0.112,0.159,0.73
35,0.0,0.0,0.0,1.0
36,-0.2732,0.0,0.1,0.9
37,0.0,0.0,0.0,1.0
38,-0.1531,0.077,0.105,0.818
39,0.1531,0.118,0.078,0.804
40,-0.25,0.089,0.158,0.753
41,0.4926,0.225,0.0,0.775
42,0.4404,0.293,0.0,0.707
43,0.504,0.179,0.0,0.821
44,-0.296,0.0,0.155,0.845
45,0.4374,0.132,0.0,0.868
46,-0.75,0.0,0.273,0.727
47,0.0,0.0,0.0,1.0
48,0.4917,0.345,0.176,0.479
49,0.0,0.0,0.0,1.0
50,0.3182,0.095,0.0,0.905
51,0.3182,0.092,0.051,0.857
52,0.0,0.0,0.0,1.0
53,0.0,0.0,0.0,1.0
54,0.4767,0.362,0.0,0.638
55,-0.6801,0.0,0.162,0.838
56,0.743,0.16,0.0,0.84
57,0.3612,0.116,0.0,0.884
58,0.8807,0.531,0.0,0.469
59,0.6374,0.174,0.059,0.767
60,0.4767,0.237,0.0,0.763
61,0.3182,0.091,0.0,0.909
62,0.8555,0.402,0.0,0.598
63,0.8442,0.378,0.0,0.622
64,0.3878,0.308,0.149,0.544
65,0.0,0.0,0.0,1.0
66,0.8658,0.427,0.0,0.573
67,0.0,0.0,0.0,1.0
68,0.0,0.0,0.0,1.0
69,-0.5849,0.0,0.159,0.841
70,0.7778,0.312,0.0,0.688
71,-0.1779,0.063,0.093,0.844
72,0.0,0.0,0.0,1.0
73,0.0,0.0,0.0,1.0
74,0.1045,0.188,0.164,0.647
75,-0.296,0.101,0.154,0.746
76,0.25,0.179,0.115,0.705
77,0.7184,0.4,0.0,0.6
78,0.0,0.0,0.0,1.0
79,-0.5255,0.0,0.134,0.866
80,0.5456,0.238,0.077,0.686
81,0.765,0.311,0.079,0.61
82,0.3182,0.204,0.0,0.796
83,0.8615,0.303,0.0,0.697
84,0.5719,0.291,0.0,0.709
85,-0.5704,0.0,0.129,0.871
86,0.8231,0.332,0.085,0.583
87,0.0,0.0,0.0,1.0
88,0.6369,0.174,0.0,0.826
89,0.4927,0.225,0.0,0.775
90,-0.6908,0.0,0.251,0.749
91,0.0602,0.195,0.18,0.625
92,0.4767,0.181,0.0,0.819
93,0.7003,0.367,0.0,0.633
94,-0.34,0.059,0.123,0.818
95,0.0,0.0,0.0,1.0
96,-0.3009,0.086,0.169,0.746
97,0.4767,0.193,0.0,0.807
98,0.8591,0.323,0.0,0.677
99,0.4939,0.212,0.095,0.693
100,0.7003,0.274,0.0,0.726
101,0.6361,0.228,0.0,0.772
102,-0.0531,0.077,0.106,0.817
103,0.7184,0.3,0.0,0.7
104,0.483,0.176,0.14,0.684
105,0.7717,0.283,0.0,0.717
106,0.7845,0.434,0.0,0.566
107,-0.1779,0.106,0.163,0.731
108,0.2211,0.086,0.05,0.863
109,0.0772,0.049,0.0,0.951
110,-0.6833,0.0,0.204,0.796
111,0.0,0.08,0.08,0.839
112,0.167,0.062,0.0,0.938
113,0.3875,0.18,0.0,0.82
114,0.0,0.0,0.0,1.0
115,0.7501,0.363,0.0,0.637
116,0.8807,0.459,0.0,0.541
117,0.0,0.0,0.0,1.0
118,0.3818,0.157,0.0,0.843
119,0.0,0.0,0.0,1.0
120,0.3818,0.224,0.0,0.776
121,0.6597,0.403,0.0,0.597
122,0.1531,0.178,0.0,0.822
123,0.5684,0.353,0.135,0.512
124,0.4588,0.188,0.0,0.812
125,-0.8263,0.049,0.275,0.677
126,0.4754,0.306,0.0,0.694
127,0.4125,0.174,0.081,0.744
128,0.4588,0.25,0.0,0.75
129,0.6901,0.363,0.0,0.637
130,-0.6932,0.08,0.369,0.551
131,0.0772,0.14,0.0,0.86
132,0.4404,0.364,0.172,0.464
133,0.0,0.0,0.0,1.0
134,0.0,0.0,0.0,1.0
135,-0.2023,0.094,0.127,0.779
136,0.7269,0.503,0.15,0.347
137,0.3182,0.223,0.0,0.777
138,0.0,0.0,0.0,1.0
139,0.0,0.0,0.0,1.0
140,0.0449,0.122,0.062,0.816
141,0.6369,0.224,0.0,0.776
142,-0.2006,0.095,0.129,0.776
143,0.5267,0.254,0.0,0.746
144,-0.5849,0.0,0.296,0.704
145,0.2023,0.141,0.0,0.859
146,0.891,0.679,0.0,0.321
147,-0.1901,0.0,0.111,0.889
148,0.7906,0.381,0.0,0.619
149,0.1045,0.186,0.129,0.686
150,0.7351,0.309,0.053,0.638
151,0.3612,0.128,0.0,0.872
152,0.6369,0.344,0.0,0.656
153,0.5106,0.32,0.0,0.68
154,-0.6023,0.0,0.176,0.824
155,0.3182,0.247,0.0,0.753
156,0.4168,0.1,0.0,0.9
157,0.4215,0.203,0.0,0.797
158,0.0,0.0,0.0,1.0
159,0.0,0.0,0.0,1.0
160,0.0772,0.043,0.0,0.957
161,0.6249,0.406,0.0,0.594
162,0.0,0.0,0.0,1.0
163,-0.2732,0.0,0.16,0.84
164,-0.0258,0.128,0.132,0.739
165,0.5399,0.279,0.0,0.721
166,0.4939,0.139,0.0,0.861
167,0.0,0.0,0.0,1.0
168,0.2263,0.083,0.0,0.917
169,0.0,0.0,0.0,1.0
170,-0.6155,0.132,0.286,0.582
171,0.6249,0.151,0.0,0.849
172,0.3089,0.097,0.0,0.903
173,0.8402,0.2,0.0,0.8
174,0.0,0.0,0.0,1.0
175,-0.3542,0.285,0.352,0.364
176,0.8591,0.323,0.0,0.677
177,0.5106,0.231,0.0,0.769
178,-0.6249,0.0,0.339,0.661
179,0.2732,0.149,0.0,0.851
180,0.4939,0.286,0.0,0.714
181,-0.296,0.0,0.18,0.82
182,0.0258,0.073,0.0,0.927
183,0.4404,0.293,0.0,0.707
184,0.5574,0.265,0.0,0.735
185,-0.081,0.146,0.161,0.693
186,0.296,0.196,0.0,0.804
187,0.3612,0.161,0.0,0.839
188,0.3612,0.111,0.0,0.889
189,0.0,0.0,0.0,1.0
190,-0.3244,0.093,0.189,0.718
191,0.0,0.0,0.0,1.0
192,0.4404,0.266,0.0,0.734
193,0.0,0.0,0.0,1.0
194,0.4404,0.244,0.0,0.756
195,0.7724,0.3,0.0,0.7
196,0.0,0.0,0.0,1.0
197,0.3182,0.108,0.0,0.892
198,0.0,0.0,0.0,1.0
199,0.4588,0.308,0.0,0.692
200,0.4588,0.267,0.0,0.733
201,0.6369,0.375,0.0,0.625
202,-0.4404,0.058,0.142,0.8
203,0.1027,0.256,0.167,0.577
204,0.6659,0.119,0.0,0.881
205,0.0,0.0,0.0,1.0
206,0.0,0.0,0.0,1.0
207,0.0,0.0,0.0,1.0
208,0.4033,0.137,0.097,0.766
209,0.7845,0.385,0.0,0.615
210,0.8354,0.232,0.049,0.719
211,0.9403,0.35,0.0,0.65
212,0.9698,0.473,0.0,0.527
213,0.7729,0.263,0.079,0.658
214,0.3182,0.223,0.0,0.777
215,0.9381,0.405,0.058,0.537
216,0.2014,0.129,0.101,0.771
217,0.9442,0.435,0.059,0.506
218,0.9735,0.505,0.0,0.495
219,0.7311,0.215,0.074,0.71
220,-0.6642,0.0,0.182,0.818
221,0.6597,0.241,0.0,0.759
222,0.8625,0.283,0.079,0.638
223,0.7845,0.385,0.0,0.615
224,0.9217,0.289,0.0,0.711
225,0.765,0.355,0.0,0.645
226,0.6249,0.313,0.0,0.687
227,0.9134,0.494,0.0,0.506
228,0.8608,0.43,0.0,0.57
229,0.8885,0.412,0.0,0.588
230,0.802,0.217,0.0,0.783
231,0.802,0.396,0.0,0.604
232,0.7184,0.375,0.0,0.625
233,0.8074,0.343,0.0,0.657
234,0.743,0.349,0.102,0.549
235,0.8947,0.642,0.0,0.358
236,0.8612,0.374,0.0,0.626
237,0.8923,0.593,0.0,0.407
238,-0.25,0.08,0.115,0.804
239,0.9249,0.4,0.092,0.508
240,0.9169,0.63,0.0,0.37
241,-0.0867,0.093,0.105,0.802
242,0.9459,0.415,0.0,0.585
243,0.9001,0.4,0.0,0.6
244,0.6249,0.215,0.0,0.785
245,0.0772,0.161,0.122,0.716
246,0.7845,0.231,0.0,0.769
247,0.0,0.0,0.0,1.0
248,0.9081,0.533,0.0,0.467
249,-0.0387,0.173,0.182,0.645
250,0.802,0.211,0.0,0.789
251,0.5859,0.275,0.0,0.725
252,0.9099,0.354,0.0,0.646
253,-0.3197,0.147,0.205,0.648
254,0.6597,0.278,0.0,0.722
255,0.7759,0.342,0.0,0.658
256,0.7956,0.288,0.0,0.712
257,0.3182,0.081,0.0,0.919
258,0.7579,0.228,0.0,0.772
259,0.0,0.0,0.0,1.0
260,0.0,0.0,0.0,1.0
261,0.1717,0.287,0.211,0.502
262,0.1779,0.103,0.082,0.815
263,-0.2846,0.122,0.169,0.709
264,0.4754,0.226,0.0,0.774
265,0.6326,0.162,0.061,0.777
266,0.6369,0.181,0.0,0.819
267,0.0296,0.291,0.232,0.477
268,0.3612,0.106,0.0,0.894
269,0.4404,0.116,0.0,0.884
270,0.3182,0.173,0.0,0.827
271,0.1739,0.17,0.183,0.647
272,0.4019,0.213,0.0,0.787
273,0.7003,0.326,0.0,0.674
274,0.2732,0.08,0.0,0.92
275,0.6697,0.219,0.0,0.781
276,0.8934,0.337,0.0,0.663
277,0.34,0.296,0.167,0.538
278,0.4939,0.167,0.0,0.833
279,-0.2315,0.117,0.159,0.725
280,0.8779,0.41,0.0,0.59
281,0.8481,0.431,0.095,0.474
282,0.1263,0.148,0.094,0.758
283,0.4767,0.171,0.0,0.829
284,0.3331,0.228,0.151,0.621
285,0.8442,0.426,0.083,0.491
286,-0.1531,0.09,0.108,0.802
287,-0.5256,0.0,0.253,0.747
288,-0.0351,0.091,0.097,0.812
289,0.8555,0.461,0.0,0.539
290,-0.1526,0.079,0.099,0.822
291,0.0258,0.084,0.08,0.836
292,0.8519,0.608,0.0,0.392
293,-0.0964,0.0,0.111,0.889
294,0.0,0.0,0.0,1.0
295,0.6597,0.293,0.0,0.707
296,0.9169,0.598,0.0,0.402
297,0.7845,0.434,0.0,0.566
298,0.5574,0.194,0.12,0.686
299,0.8674,0.411,0.0,0.589
300,0.5106,0.231,0.073,0.696
301,0.0,0.0,0.0,1.0
302,0.4404,0.097,0.0,0.903
303,-0.4939,0.052,0.181,0.766
304,0.0,0.0,0.0,1.0
305,0.0516,0.118,0.064,0.818
306,0.4215,0.203,0.0,0.797
307,0.8625,0.375,0.0,0.625
308,0.0,0.0,0.0,1.0
309,-0.34,0.105,0.159,0.736
310,0.7906,0.438,0.0,0.562
311,0.1027,0.246,0.194,0.56
312,0.0,0.0,0.0,1.0
313,0.0,0.0,0.0,1.0
314,0.7269,0.203,0.0,0.797
315,0.4754,0.123,0.0,0.877
316,0.6369,0.244,0.0,0.756
317,0.8623,0.345,0.0,0.655
318,0.0,0.0,0.0,1.0
319,0.296,0.178,0.121,0.701
320,0.6369,0.244,0.0,0.756
321,-0.0772,0.112,0.126,0.762
322,0.0,0.0,0.0,1.0
323,0.3182,0.113,0.0,0.887
324,0.3182,0.119,0.0,0.881
325,0.3818,0.11,0.0,0.89
326,0.584,0.347,0.0,0.653
327,-0.0194,0.168,0.172,0.66
328,0.0772,0.126,0.0,0.874
329,0.8478,0.387,0.0,0.613
330,0.2263,0.177,0.133,0.69
331,-0.0772,0.09,0.1,0.81
332,0.5423,0.353,0.104,0.543
333,-0.6249,0.0,0.24,0.76
334,0.0,0.191,0.191,0.617
335,0.6386,0.277,0.0,0.723
336,0.5267,0.145,0.0,0.855
337,0.9264,0.381,0.0,0.619
338,0.0,0.0,0.0,1.0
339,-0.296,0.0,0.167,0.833
340,0.4648,0.202,0.0,0.798
341,0.0,0.0,0.0,1.0
342,0.1796,0.188,0.135,0.677
343,0.0258,0.058,0.0,0.942
344,0.0,0.0,0.0,1.0
345,0.6369,0.394,0.0,0.606
346,0.296,0.262,0.0,0.738
347,0.0,0.0,0.0,1.0
348,0.3213,0.159,0.108,0.733
349,0.6705,0.268,0.0,0.732
350,0.0,0.0,0.0,1.0
351,0.4019,0.162,0.0,0.838
352,-0.8678,0.0,0.47,0.53
353,0.4526,0.153,0.0,0.847
354,0.0,0.0,0.0,1.0
355,0.0,0.0,0.0,1.0
356,0.4767,0.23,0.1,0.669
357,0.2023,0.221,0.159,0.621
358,-0.63,0.199,0.364,0.438
359,-0.6738,0.111,0.201,0.689
360,-0.1531,0.0,0.058,0.942
361,0.8718,0.267,0.065,0.668
362,0.4404,0.209,0.0,0.791
363,0.0,0.0,0.0,1.0
364,-0.9413,0.05,0.369,0.582
365,0.0,0.0,0.0,1.0
366,0.0,0.0,0.0,1.0
367,0.0772,0.08,0.0,0.92
368,0.7645,0.215,0.091,0.694
369,0.0008,0.087,0.087,0.826
370,0.7667,0.37,0.101,0.529
371,0.0,0.0,0.0,1.0
372,0.8519,0.454,0.0,0.546
373,0.9062,0.531,0.0,0.469
374,0.6697,0.174,0.064,0.762
375,0.7351,0.353,0.0,0.647
376,0.7906,0.438,0.0,0.562
377,0.7579,0.236,0.0,0.764
378,-0.5859,0.041,0.124,0.835
379,0.3182,0.141,0.0,0.859
380,0.4404,0.252,0.135,0.613
381,0.9471,0.346,0.0,0.654
382,0.8309,0.27,0.0,0.73
383,0.8225,0.398,0.0,0.602
384,0.8225,0.518,0.0,0.482
385,0.7351,0.353,0.129,0.517
386,0.8687,0.283,0.101,0.616
387,0.6124,0.385,0.0,0.615
388,0.937,0.458,0.0,0.542
389,0.6249,0.577,0.0,0.423
390,0.3182,0.277,0.0,0.723
391,-0.4404,0.0,0.266,0.734
392,0.7843,0.214,0.0,0.786
393,0.7256,0.378,0.0,0.622
394,0.7766,0.494,0.0,0.506
395,-0.6249,0.09,0.172,0.739
396,0.6369,0.512,0.0,0.488
397,0.4767,0.383,0.0,0.617
398,-0.7034,0.0,0.305,0.695
399,0.4767,0.344,0.18,0.476
400,0.3182,0.277,0.0,0.723
401,0.3182,0.277,0.0,0.723
402,0.6369,0.321,0.0,0.679
403,0.5951,0.279,0.0,0.721
404,0.876,0.644,0.0,0.356
405,0.4215,0.286,0.0,0.714
406,0.6369,0.512,0.0,0.488
407,0.5106,0.268,0.0,0.732
408,-0.4927,0.0,0.347,0.653
409,0.3182,0.247,0.0,0.753
410,0.8074,0.477,0.0,0.523
411,0.6369,0.677,0.0,0.323
412,0.0,0.0,0.0,1.0
413,0.0772,0.106,0.0,0.894
414,0.891,0.679,0.0,0.321
415,0.0,0.0,0.0,1.0
416,0.3182,0.223,0.0,0.777
417,0.0,0.0,0.0,1.0
418,0.7845,0.463,0.0,0.537
419,0.0,0.0,0.0,1.0
420,0.4404,0.225,0.0,0.775
421,0.6249,0.506,0.0,0.494
422,0.0,0.0,0.0,1.0
423,0.872,0.664,0.0,0.336
424,-0.296,0.0,0.524,0.476
425,-0.296,0.0,0.216,0.784
426,0.4019,0.252,0.0,0.748
427,0.6369,0.296,0.0,0.704
428,0.743,0.474,0.0,0.526
429,0.802,0.59,0.0,0.41
430,0.0,0.0,0.0,1.0
431,0.0,0.0,0.0,1.0
432,0.8885,0.253,0.0,0.747
433,0.802,0.545,0.0,0.455
434,0.659,0.253,0.0,0.747
435,0.2263,0.192,0.0,0.808
436,0.743,0.31,0.0,0.69
437,0.3182,0.277,0.0,0.723
438,0.6369,0.677,0.0,0.323
439,0.6369,0.375,0.0,0.625
440,0.5256,0.298,0.0,0.702
441,0.6249,0.506,0.0,0.494
442,0.7845,0.633,0.0,0.367
443,0.6249,0.506,0.0,0.494
444,0.8996,0.687,0.0,0.313
445,0.5256,0.298,0.0,0.702
446,0.6249,0.451,0.0,0.549
447,0.4753,0.34,0.0,0.66
448,0.6249,0.506,0.0,0.494
449,0.6369,0.344,0.0,0.656
450,0.6369,0.677,0.0,0.323
451,0.0,0.0,0.0,1.0
452,0.0,0.0,0.0,1.0
453,0.6369,0.677,0.0,0.323
454,0.6369,0.412,0.0,0.588
455,0.6369,0.457,0.0,0.543
456,0.4404,0.326,0.0,0.674
457,0.4588,0.4,0.0,0.6
458,0.6249,0.577,0.0,0.423
459,0.6369,0.412,0.0,0.588
460,0.6249,0.577,0.0,0.423
461,-0.2023,0.185,0.25,0.565
462,0.5859,0.487,0.0,0.513
463,0.6369,0.512,0.0,0.488
464,0.3612,0.294,0.0,0.706
465,0.6249,0.451,0.0,0.549
466,0.6249,0.577,0.0,0.423
467,0.4215,0.359,0.0,0.641
468,0.6249,0.451,0.0,0.549
469,0.6249,0.577,0.0,0.423
470,0.4767,0.383,0.0,0.617
471,0.0,0.0,0.0,1.0
472,0.6597,0.474,0.0,0.526
473,0.4767,0.341,0.0,0.659
474,0.0,0.0,0.0,1.0
475,0.8442,0.695,0.0,0.305
476,0.3804,0.27,0.0,0.73
477,-0.5574,0.0,0.315,0.685
478,0.0,0.0,0.0,1.0
479,0.0,0.0,0.0,1.0
480,0.1779,0.24,0.182,0.579
481,0.6369,0.412,0.0,0.588
482,0.0772,0.178,0.0,0.822
483,0.5574,0.535,0.0,0.465
484,0.802,0.643,0.0,0.357
485,0.4215,0.259,0.0,0.741
486,0.0,0.0,0.0,1.0
487,0.6249,0.577,0.0,0.423
488,0.6369,0.512,0.0,0.488
489,0.6369,0.512,0.0,0.488
490,0.5267,0.423,0.0,0.577
491,0.4404,0.326,0.0,0.674
492,0.9685,0.314,0.0,0.686
493,0.0,0.0,0.0,1.0
494,-0.1531,0.0,0.211,0.789
495,0.0772,0.14,0.0,0.86
496,0.6249,0.577,0.0,0.423
497,0.0,0.0,0.0,1.0
498,0.4019,0.31,0.0,0.69
499,0.6249,0.506,0.0,0.494
500,0.6369,0.344,0.0,0.656
501,0.6369,0.677,0.0,0.323
502,0.0,0.0,0.0,1.0
503,0.0,0.0,0.0,1.0
504,0.6249,0.577,0.0,0.423
505,0.0,0.0,0.0,1.0
506,0.0,0.0,0.0,1.0
507,0.4939,0.348,0.0,0.652
508,0.3182,0.315,0.0,0.685
509,0.6697,0.473,0.0,0.527
510,0.3384,0.285,0.0,0.715
511,-0.296,0.0,0.239,0.761
512,0.6369,0.583,0.0,0.417
513,0.6369,0.512,0.0,0.488
514,0.0,0.0,0.0,1.0
515,0.0,0.0,0.0,1.0
516,0.8122,0.213,0.0,0.787
517,0.0,0.0,0.0,1.0
518,0.3612,0.333,0.0,0.667
519,0.0,0.0,0.0,1.0
520,0.6369,0.583,0.0,0.417
521,0.0,0.0,0.0,1.0
522,0.0,0.0,0.0,1.0
523,0.4019,0.403,0.0,0.597
524,0.0,0.0,0.0,1.0
525,0.3182,0.277,0.0,0.723
526,-0.6369,0.107,0.187,0.706
527,0.6369,0.457,0.0,0.543
528,0.0,0.0,0.0,1.0
529,0.6369,0.677,0.0,0.323
530,0.6369,0.583,0.0,0.417
531,0.0,0.0,0.0,1.0
532,0.6369,0.677,0.0,0.323
533,0.6369,0.677,0.0,0.323
534,0.4939,0.286,0.0,0.714
535,0.0,0.0,0.0,1.0
536,0.3182,0.315,0.0,0.685
537,0.6369,0.457,0.0,0.543
538,0.6369,0.677,0.0,0.323
539,0.6369,0.677,0.0,0.323
540,0.6369,0.677,0.0,0.323
541,0.6369,0.677,0.0,0.323
542,0.6369,0.677,0.0,0.323
543,0.6369,0.677,0.0,0.323
544,0.6369,0.677,0.0,0.323
545,0.0,0.0,0.0,1.0
546,0.6369,0.677,0.0,0.323
547,0.6369,0.677,0.0,0.323
548,0.0,0.0,0.0,1.0
549,0.0,0.0,0.0,1.0
550,0.6369,0.677,0.0,0.323
551,0.5719,0.552,0.0,0.448
552,0.6369,0.677,0.0,0.323
553,0.6369,0.583,0.0,0.417
554,0.0,0.0,0.0,1.0
555,0.6369,0.677,0.0,0.323
556,0.6369,0.677,0.0,0.323
557,0.6369,0.677,0.0,0.323
558,0.6369,0.677,0.0,0.323
559,0.0,0.0,0.0,1.0
560,0.0,0.0,0.0,1.0
561,0.4404,0.266,0.0,0.734
562,0.6369,0.457,0.0,0.543
563,0.7125,0.712,0.0,0.288
564,0.0772,0.028,0.0,0.972
565,0.6369,0.677,0.0,0.323
566,0.6249,0.451,0.0,0.549
567,0.6369,0.677,0.0,0.323
568,0.5719,0.649,0.0,0.351
569,0.6369,0.677,0.0,0.323
570,0.0,0.0,0.0,1.0
571,0.6369,0.677,0.0,0.323
572,0.6369,0.677,0.0,0.323
573,0.6369,0.583,0.0,0.417
574,0.0,0.0,0.0,1.0
575,0.6369,0.677,0.0,0.323
576,0.6369,0.677,0.0,0.323
577,0.6369,0.677,0.0,0.323
578,0.0772,0.178,0.0,0.822
579,0.6369,0.583,0.0,0.417
580,0.6988,0.705,0.0,0.295
581,0.6369,0.677,0.0,0.323
582,0.6369,0.375,0.0,0.625
583,0.6369,0.677,0.0,0.323
584,0.7184,0.185,0.05,0.766
585,0.6369,0.677,0.0,0.323
586,0.6369,0.677,0.0,0.323
587,0.6369,0.677,0.0,0.323
588,0.0,0.0,0.0,1.0
589,0.6369,0.677,0.0,0.323
590,0.6369,0.677,0.0,0.323
591,0.6369,0.677,0.0,0.323
592,0.6369,0.677,0.0,0.323
593,0.7125,0.712,0.0,0.288
594,0.6369,0.583,0.0,0.417
595,0.6369,0.677,0.0,0.323
596,0.6369,0.677,0.0,0.323
597,0.6369,0.677,0.0,0.323
598,0.6369,0.677,0.0,0.323
599,0.0,0.0,0.0,1.0
600,0.6369,0.677,0.0,0.323
601,0.6369,0.677,0.0,0.323
602,0.6369,0.677,0.0,0.323
603,0.9403,0.333,0.045,0.622
604,0.6369,0.677,0.0,0.323
605,0.0772,0.025,0.0,0.975
606,0.6369,0.677,0.0,0.323
607,0.6369,0.677,0.0,0.323
608,0.6369,0.677,0.0,0.323
609,0.6369,0.583,0.0,0.417
610,0.6908,0.588,0.0,0.412
611,0.6369,0.677,0.0,0.323
612,0.6369,0.677,0.0,0.323
613,0.6369,0.677,0.0,0.323
614,0.0,0.0,0.0,1.0
615,0.6369,0.677,0.0,0.323
616,0.0,0.0,0.0,1.0
617,0.0,0.0,0.0,1.0
618,-0.296,0.0,0.268,0.732
619,0.6369,0.677,0.0,0.323
620,0.0,0.0,0.0,1.0
621,0.0,0.0,0.0,1.0
622,0.6369,0.677,0.0,0.323
623,0.0,0.0,0.0,1.0
624,0.6369,0.677,0.0,0.323
625,0.6369,0.677,0.0,0.323
626,0.6369,0.677,0.0,0.323
627,0.6369,0.677,0.0,0.323
628,0.6369,0.677,0.0,0.323
629,0.8511,0.211,0.048,0.741
630,0.6369,0.198,0.0,0.802
631,0.0,0.0,0.0,1.0
632,0.0,0.0,0.0,1.0
633,-0.296,0.0,0.524,0.476
634,0.5719,0.649,0.0,0.351
635,0.0,0.0,0.0,1.0
636,0.0772,0.085,0.0,0.915
637,0.0,0.0,0.0,1.0
638,0.6369,0.677,0.0,0.323
639,0.0,0.0,0.0,1.0
640,0.4019,0.351,0.0,0.649
641,0.0,0.0,0.0,1.0
642,0.0,0.0,0.0,1.0
643,0.0,0.0,0.0,1.0
644,0.0772,0.157,0.0,0.843
645,-0.1511,0.0,0.285,0.715
646,0.7096,0.129,0.025,0.847
647,0.6369,0.677,0.0,0.323
648,0.0,0.0,0.0,1.0
649,0.6369,0.677,0.0,0.323
650,0.0,0.0,0.0,1.0
651,0.7845,0.173,0.055,0.772
652,-0.296,0.0,0.423,0.577
653,0.4898,0.346,0.0,0.654
654,0.6369,0.677,0.0,0.323
655,0.6369,0.677,0.0,0.323
656,0.4588,0.6,0.0,0.4
657,0.0,0.0,0.0,1.0
658,0.6369,0.677,0.0,0.323
659,0.0,0.0,0.0,1.0
660,0.6369,0.512,0.0,0.488
661,0.0,0.0,0.0,1.0
662,0.6369,0.583,0.0,0.417
663,0.8396,0.285,0.0,0.715
664,0.0,0.0,0.0,1.0
665,0.6369,0.677,0.0,0.323
666,0.0,0.0,0.0,1.0
667,0.0,0.0,0.0,1.0
668,0.9741,0.451,0.069,0.48
669,0.1027,0.139,0.13,0.731
670,0.4588,0.267,0.0,0.733
671,0.6369,0.677,0.0,0.323
672,0.5789,0.179,0.128,0.692
673,-0.7241,0.0,0.131,0.869
674,0.688,0.189,0.059,0.752
675,0.1027,0.151,0.125,0.724
676,0.8316,0.524,0.0,0.476
677,0.3182,0.052,0.0,0.948
678,-0.264,0.0,0.037,0.963
679,-0.296,0.0,0.104,0.896
680,0.9557,0.353,0.0,0.647
681,-0.3617,0.06,0.115,0.825
682,-0.0724,0.128,0.106,0.766
683,0.4215,0.088,0.043,0.868
684,0.0,0.0,0.0,1.0
685,0.802,0.112,0.0,0.888
686,-0.2263,0.112,0.13,0.758
687,0.0,0.0,0.0,1.0
688,0.0,0.0,0.0,1.0
689,-0.8422,0.059,0.147,0.794
690,0.4939,0.084,0.0,0.916
691,0.3182,0.097,0.071,0.832
692,0.9216,0.305,0.082,0.613
693,0.9275,0.228,0.061,0.711
694,-0.7206,0.068,0.256,0.676
695,0.8271,0.355,0.0,0.645
696,0.8658,0.322,0.055,0.623
697,0.0,0.0,0.0,1.0
698,0.802,0.427,0.0,0.573
699,0.0,0.0,0.0,1.0
700,0.6369,0.512,0.0,0.488
701,0.6369,0.344,0.0,0.656
702,0.8074,0.378,0.0,0.622
703,-0.1027,0.1,0.117,0.783
704,0.6369,0.677,0.0,0.323
705,0.0,0.0,0.0,1.0
706,0.0,0.0,0.0,1.0
707,0.8689,0.308,0.0,0.692
708,0.0,0.0,0.0,1.0
709,-0.5423,0.0,0.538,0.462
710,0.4019,0.252,0.0,0.748
711,0.4215,0.737,0.0,0.263
712,0.0,0.181,0.132,0.686
713,0.802,0.396,0.0,0.604
714,0.7125,0.712,0.0,0.288
715,0.6249,0.406,0.0,0.594
716,0.4404,0.367,0.0,0.633
717,0.8271,0.145,0.0,0.855
718,0.0,0.0,0.0,1.0
719,0.0,0.0,0.0,1.0
720,0.9118,0.235,0.109,0.656
721,0.4404,0.592,0.0,0.408
722,0.7964,0.122,0.0,0.878
723,0.6249,0.506,0.0,0.494
724,-0.5574,0.0,0.419,0.581
725,0.0,0.0,0.0,1.0
726,0.4215,0.583,0.0,0.417
727,0.6369,0.677,0.0,0.323
728,0.0,0.0,0.0,1.0
729,0.6369,0.677,0.0,0.323
730,0.6249,0.804,0.0,0.196
731,0.8625,0.441,0.108,0.451
732,0.8016,0.418,0.0,0.582
733,-0.2598,0.113,0.084,0.804
734,0.6369,0.677,0.0,0.323
735,0.4404,0.492,0.0,0.508
736,0.4404,0.209,0.0,0.791
737,0.6249,0.506,0.0,0.494
738,0.4215,0.286,0.0,0.714
739,0.6249,0.672,0.0,0.328
740,0.7783,0.254,0.06,0.686
